Feature_1,Feature_2,Feature_3,Feature_4,Demand,Optimal_decision
0.005592298154448061,0.25897740706686045,0.14316222109757482,0.17812507905406705,1.575553664118512,1.6466810313334221
0.4005757521360681,0.4797476988396002,0.001984627316002574,0.3337442390956106,0.946866745970588,1.608817054522043
0.567489979464939,0.45733009690720683,0.8652017683339605,0.7797591445762494,1.4362223781722039,1.55763229214813
0.9898101234452028,0.3573053802791013,0.5770573943500392,0.7429368239691521,2.278790645894003,1.883559625476289
0.7804490048834308,0.7817562811106421,0.2774444741824067,0.13816385377160567,1.4957560149315285,1.6925696425625307
0.9094631248153172,0.4468008610060765,0.19055759462677957,0.34939393508240824,2.150285917628017,1.9196328734756818
0.9203881347510005,0.7810380298615996,0.3919268126961839,0.4291267127829149,1.6396417818019198,1.6532593571827299
0.7623732133182595,0.2984997664808342,0.9459856216579077,0.19882696125608645,1.340022532252069,1.7207308823286684
0.6241979641938753,0.8551128734429715,0.1680089239105329,0.5555220333640315,1.4444327914370145,1.18883126018149
0.2699812750877909,0.4460721574306201,0.3040991294184362,0.24952332863364146,0.9648467266734683,1.169824168266341
0.6338338418426004,0.6306022322154982,0.7474499457020741,0.7945139800679334,1.417544641807043,1.7235637299077489
0.029547611812871133,0.47783766776895964,0.4042757271863384,0.5418080308104359,0.8233004587622562,0.694322122693267
0.7002372365609512,0.19321086666640563,0.23756516207455136,0.5582629231036244,1.4924874029412327,1.927987335939224
0.35183605758039727,0.8894491606909721,0.3089314551380755,0.6755635925640071,0.6995320287384901,1.1165630675249503
0.2034921111696747,0.9034202388062471,0.687859128230982,0.4800216871550467,1.0471522589286184,1.4626106552203384
0.5835969470882392,0.3974342825376752,0.3826730971975538,0.31352877081957975,1.4046180487727946,1.370367368222181
0.2823567584769797,0.19488581736004051,0.861774742446323,0.565424792203149,0.8706574003169194,0.8762580016919858
0.7311182641608936,0.28043072296414095,0.6360837632708894,0.6958665339529421,1.2703693617184135,1.4698144404259752
0.5973380666653594,0.4483886880984701,0.10995873928099698,0.9314706836246501,1.5249493381659414,1.9238176122849273
0.47207260653162564,0.33612203875882074,0.9671138683101067,0.00979210697331534,0.9755089229045,1.6465708948096045
0.09830660194395946,0.4097861596697645,0.33699537390248924,0.5902257642141507,0.5914896648728603,0.8876508356285352
0.5249196413597136,0.507918790638075,0.6644613780148853,0.53290092529249,1.1249753777284002,1.1175635012880174
0.30914663671809584,0.7314822739751462,0.9947882040854893,0.5225247700366612,1.8444493736587178,1.9037161230464625
0.3001414236631228,0.14352152202456347,0.47960503109846897,0.44904840001117985,1.1158652000387563,1.1538653390788272
0.048367568994140187,0.7716937708583612,0.5786856668169341,0.2551021747506923,1.1514638586386923,1.1270174427209978
