Feature_1,Feature_2,Feature_3,Feature_4,Demand,Optimal_decision
0.13776117341336735,0.26400593239363324,0.8854476969372271,0.6235377402815513,0.9410077353318462,0.8643266118781548
0.45006278553263546,0.551829799615951,0.8525914224659988,0.4502311308057658,0.9729291348516992,1.328171068756463
0.7148424943972757,0.22617030228201673,0.6842002280291372,0.5444391083175376,1.0204212457514794,1.300172619140079
0.9348825414737161,0.4156078790772999,0.13477668006130028,0.48812676097831864,1.8243349572330403,1.9609629288680626
0.07593227914398959,0.5691545776257502,0.564904567524765,0.32615952441945173,0.9365731336833388,0.8641637496415017
0.9577097401695178,0.18970921056489243,0.23956278098312855,0.4689351147249383,2.148808880782015,2.262975999810326
0.34277721095245306,0.2066571395371708,0.8375877954127122,0.8904673966525635,1.0525912002737414,1.2488962865145146
0.676689430361149,0.5075964818940848,0.4408201412821472,0.9392509059646996,1.7338329462447377,1.6378330406024002
0.834549872786735,0.00112393499322061,0.6657050304270963,0.7467808839133379,1.5993526535452505,1.866098036291942
0.28636046110453095,0.678294088809377,0.32380376535375455,0.5663189026731068,0.47297401171588593,0.8739671598271561
0.5828962211548018,0.9535955199172469,0.20852023906917705,0.7564231136303874,0.7109680245031501,1.395415206598815
0.9987384170666693,0.036834552934431275,0.4516068041182534,0.25441174055002214,2.2709127501213273,2.41561533337517
0.77634758622802,0.8371953780845943,0.2394301213906439,0.2032293721688354,1.1165471880097382,1.6268195715841898
0.8173579986302195,0.6523733571176917,0.0041363321741001435,0.5159183752270998,1.2773075751259997,1.6253837552880164
0.3064385820990937,0.9904687618443949,0.44360418027341586,0.6166836277835864,1.1910623524007307,1.3175414910510121
0.2977498155905395,0.40407848878870234,0.2304934538303718,0.2389090367366119,1.3506876520077713,1.3450568226057666
0.7774324350255775,0.8732435462486383,0.5579457941078397,0.5274494990427945,1.7409137957451688,1.7190349416551325
0.5535073257587886,0.6147476539734813,0.08566327772189508,0.3088225172264232,1.1492594839230155,1.4256494226251952
0.6952569864890933,0.3936723577683935,0.5933904950279795,0.18854703894306357,1.1441879182539285,1.5274110457400343
0.4806793383069813,0.8937782404024059,0.968310655260731,0.8582362614844753,2.337167050461443,2.825495575582167
0.97063310171146,0.19148129719176066,0.05478751810419791,0.3255770498696522,2.9860304238394795,2.9116518207212128
0.21952018947131602,0.9928254167718872,0.8666960788510344,0.9415052989387419,2.5339475534447984,2.6744808972572893
0.9037552336501197,0.917653643440839,0.05651546977879396,0.7729793955909179,1.5662353690193695,1.7717512448313244
0.7872755909824993,0.8641465930968414,0.9254231879975374,0.7224071277277964,2.4300990381396774,2.8020394743401376
0.968512377028994,0.8755603397932515,0.35610752051727157,0.47872895013949546,1.5071296681890232,1.726226819497953
0.6584665909870984,0.9136680763725824,0.37550583889829126,0.105360304749198,1.7151752485202783,1.7335955796009461
