Selected_Bandwidth,Decision_Q,Demand_D,Operation_Cost,Effective_N
0.6,7.821476574721642,8.133418649698307,0.23395655623249811,3000.0
0.6,8.110577966243573,8.064041807550476,0.011634039673274366,3000.0
0.6,7.2126746080587205,6.657813366191633,0.13871531046677177,3000.0
0.6,8.386488398096214,7.751623924147435,0.15871611848719458,3000.0
0.6,7.757798834208756,7.417923360863584,0.0849688683362928,3000.0
0.6,8.966261454978712,9.261492314523649,0.2214231446587025,3000.0
0.6,7.492773169481322,6.906556820242994,0.14655408730958208,3000.0
0.6,6.08766043176551,6.241632111877697,0.11547876008414049,3000.0
0.6,8.295579341389566,8.479400534072752,0.13786589451239006,3000.0
0.6,9.196850468873041,8.87175875349557,0.08127292884436788,3000.0
0.6,6.571665170599837,6.198744730068168,0.09323011013291715,3000.0
0.6,5.7551904229391955,5.634354192213237,0.030209057681489515,3000.0
0.6,7.659795468037683,7.902040049393471,0.1816834360168409,3000.0
0.6,9.438061928585586,9.716035623952886,0.20848027152547433,3000.0
0.6,6.373875076430536,6.251511399330322,0.030590919275053308,3000.0
0.6,8.360049747048896,8.397312612102953,0.02794714879054272,3000.0
0.6,6.203179066775745,5.750563710234852,0.11315383913522337,3000.0
0.6,7.217274893168712,6.661569742247618,0.1389262877302735,3000.0
0.6,8.866780726348983,8.134708119633322,0.18301815167891533,3000.0
0.6,9.671429810902268,9.09283859717325,0.14464780343225447,3000.0
0.6,5.542233440349787,5.320242520827677,0.05549772988052748,3000.0
0.6,9.13967435770861,8.705286982237327,0.10859684386782087,3000.0
0.6,5.384810999249601,5.246307731973007,0.03462581681914845,3000.0
0.6,6.331943551841824,6.6362062095899175,0.22819699331107035,3000.0
0.6,5.752307438105814,5.663264319643816,0.022260779615499438,3000.0
0.6,7.832680663742876,7.796426706978213,0.009063489191165619,3000.0
0.6,9.442450578939136,8.966479635924829,0.11899273575357672,3000.0
0.6,6.858599107846907,6.426490426133768,0.10802717042828491,3000.0
0.6,6.643384947753729,6.246867401039919,0.09912938667845239,3000.0
0.6,8.457738292396455,8.636232327507194,0.13387052633305485,3000.0
0.6,5.800520252493473,5.0546302480504695,0.18647250111075087,3000.0
0.6,7.152029544726596,7.223921568272324,0.053919017659296076,3000.0
0.6,7.284808874828313,7.496113978956649,0.15847882809625236,3000.0
0.6,9.107501601757832,8.90580312846226,0.050424618323893,3000.0
0.6,7.477209781274832,7.15132731406344,0.08147061680284784,3000.0
0.6,7.283131917155629,7.636562448721114,0.265072898674114,3000.0
0.6,4.6842139869980945,4.69236152381019,0.00611065260907151,3000.0
0.6,5.484593344100978,4.7229263703971265,0.19041674342596293,3000.0
0.6,5.901003359519385,6.038517248205716,0.10313541651474822,3000.0
0.6,10.133380466879638,9.926040353517816,0.05183502834045539,3000.0
0.6,7.19957224075629,7.14496494755381,0.01365182330061998,3000.0
0.6,8.744706537474638,8.094176477933118,0.16263251488538,3000.0
0.6,9.440371545510583,9.571309430130066,0.09820341346461214,3000.0
0.6,6.975533445899692,6.6996061562337745,0.06898182241647932,3000.0
0.6,7.502253937301386,7.286378610826401,0.05396883161874633,3000.0
0.6,6.382402439724362,6.476978364100874,0.07093194328238406,3000.0
0.6,7.850849227251506,7.672957620823237,0.044472901607067294,3000.0
0.6,6.128394896701832,6.31610146975997,0.14077992979360365,3000.0
0.6,7.528536985113831,7.719167876155144,0.14297316828098428,3000.0
0.6,6.999125803960741,7.41779021616891,0.31399830915612714,3000.0
0.6,7.045378851052192,6.436528502103532,0.1522125872371649,3000.0
0.6,4.926173961186225,4.3032919946452814,0.15572049163523594,3000.0
0.6,6.95755466249585,6.84586669948331,0.02792199075313495,3000.0
0.6,8.854239758342056,8.636325467274203,0.05447857276696322,3000.0
0.6,5.100424821766849,4.795278673607462,0.07628653703984667,3000.0
0.6,9.958086963882277,9.72418343390528,0.05847588249424929,3000.0
0.6,6.540385580200594,6.59510630919576,0.041040546746374584,3000.0
0.6,7.841616269339237,7.234850292542307,0.15169149419923267,3000.0
0.6,6.8396025992459695,6.794495749118227,0.011276712531935518,3000.0
0.6,5.970764735395403,5.9689872783451285,0.0004443642625686639,3000.0
0.6,4.390612360082633,4.451943188228415,0.04599812110933654,3000.0
0.6,6.163980829327625,6.019000616831729,0.03624505312397397,3000.0
0.6,6.238790531717494,5.64219987459262,0.1491476642812184,3000.0
0.6,5.515852894534129,5.349824297723039,0.04150714920277254,3000.0
0.6,5.251385127074091,4.9872262861287355,0.06603971023633881,3000.0
0.6,9.607717832299768,9.366326155298037,0.06034791925043281,3000.0
0.6,6.076091460827015,6.063504083844832,0.003146844245545566,3000.0
0.6,7.443325565885004,7.29487632435313,0.037112310382968694,3000.0
0.6,8.854996908521892,8.386781685105646,0.11705380585406155,3000.0
0.6,6.419829953885475,6.266093349527942,0.038434151089383084,3000.0
0.6,8.742620955056655,8.559316006979264,0.045826237019347627,3000.0
0.6,5.863243189507726,5.551307546338131,0.07798391079239875,3000.0
0.6,7.44654235550935,7.56923198310636,0.09201722069775764,3000.0
0.6,8.694816596298171,8.821957440868518,0.0953556334277601,3000.0
0.6,7.135034229118847,7.216598023699449,0.06117284593545169,3000.0
0.6,6.314274366625544,6.1770661677160685,0.034302049727368944,3000.0
0.6,6.829327885049328,7.156384928266788,0.24529278241309482,3000.0
0.6,10.20938222581297,10.067619578542836,0.03544066181753358,3000.0
0.6,4.800762687805752,4.5023817279680785,0.0745952399594183,3000.0
0.6,6.5382126033459205,6.33196581530226,0.051561697010915175,3000.0
0.6,9.619207151261257,9.046783955510088,0.14310579893779218,3000.0
0.6,10.34442354115467,10.471440560333573,0.0952627643841768,3000.0
0.6,8.35814693750247,8.109454746482106,0.06217304775509103,3000.0
0.6,9.369095453833102,9.028278932419108,0.08520413035349872,3000.0
0.6,8.113912626180086,8.145339768487778,0.023570356730768793,3000.0
0.6,7.4732555538161,7.266277274147212,0.05174456991722187,3000.0
0.6,8.99042372185137,8.799562782941907,0.04771523472736572,3000.0
0.6,7.9683061723614355,7.450713592128093,0.1293981450583357,3000.0
0.6,6.089011189325776,5.639405883094065,0.11240132655792756,3000.0
0.6,9.778007545974132,9.576381886012223,0.050406414990477266,3000.0
0.6,7.3221868940001835,7.21712910165939,0.026264448085198344,3000.0
0.6,6.239306921781823,5.929386124254633,0.07748019938179751,3000.0
0.6,6.049063632212858,5.858730156304424,0.047583368977108575,3000.0
0.6,5.226634579704687,4.897516486739642,0.0822795232412612,3000.0
0.6,6.212239495052595,6.222842033524355,0.007951903853820053,3000.0
0.6,6.100808010896217,6.204359835099017,0.0776638681520998,3000.0
0.6,6.771359456558438,6.698376273083519,0.018245795868729653,3000.0
0.6,6.945224975289648,7.047746762124582,0.0768913401262008,3000.0
0.6,6.52676371464864,5.654290002236518,0.2181184281030304,3000.0
0.6,7.188164288597973,7.045642062522894,0.03563055651876956,3000.0
0.6,6.400520793253622,6.365941284147708,0.008644877276478447,3000.0
0.6,9.147897078883144,8.893327603789416,0.06364236877343199,3000.0
0.6,8.092437011272677,8.041505407588618,0.012732900921014867,3000.0
0.6,7.719393602348368,7.411857051294239,0.07688413776353209,3000.0
0.6,6.384736220208516,6.224343493902028,0.04009818157662193,3000.0
0.6,9.359401649420523,9.510462535756824,0.11329566475222608,3000.0
0.6,8.086282513186264,7.932729954532856,0.03838813966335208,3000.0
0.6,10.438128806507518,10.02407210777442,0.10351417468327417,3000.0
0.6,7.640155279191289,7.238677190240604,0.10036952223767126,3000.0
0.6,8.389112813346449,7.769197710118002,0.15497877580711172,3000.0
