Feature_1,Feature_2,Feature_3,Feature_4,Demand,Optimal_decision
0.37892070964771973,0.6784312455846011,0.2061110977579128,0.5884045823060517,0.9864632215926644,1.0010292317009712
0.7649314366388046,0.22310527979304873,0.833547962610291,0.9806847887119419,1.9302181194938994,1.79044557969475
0.45539299846418435,0.2884499472562968,0.6842529077525992,0.7589275560881522,0.845807645882074,1.21679108554823
0.13321797104382915,0.13627456384020453,0.8105910125168607,0.22938083496503503,1.1251328332134867,0.9692263729319612
0.03129743853554412,0.07833793850306436,0.9430500436508966,0.8054969053734963,1.1881024014005215,0.9322254935204543
0.7935947185121834,0.5820019394765018,0.7853462180450187,0.6906548455034267,2.1095407857476163,1.8017843968436904
0.8249495614263693,0.6369109966759696,0.06312805747965267,0.19261781976919357,1.6254698513553418,1.8712961575041125
0.2508574687011962,0.36301774057930725,0.08166367676736208,0.3596110392836376,1.5214000558062597,1.536615283953417
0.7960856516902002,0.785190749309536,0.27633302812664584,0.6431370011304687,1.5973719170756666,1.4952926694157114
0.9822913375022647,0.33699379558166187,0.1338204772440975,0.6324716308008316,1.9943962285661696,2.312328318189051
0.11160137481179733,0.004985259063631786,0.24918418658048436,0.7298665054764332,1.8149568415346842,2.020534902007526
0.2783314587423362,0.4609712098760512,0.2672813099465394,0.6713178596954499,0.4575664433956771,1.120192124396136
0.5763238243402048,0.6462908863105042,0.3957108130700797,0.3840246944672996,1.0036320845507716,1.1988156161126835
0.6140129432793391,0.8118477706447418,0.14448542629427152,0.3360643953498822,0.8895319462026517,1.2885158152151064
0.18324845625369912,0.8232689553503416,0.4447055353996645,0.7651471356549587,0.6582905969178472,1.1372795269789595
0.5380217612400879,0.6232990734108036,0.06878071717379897,0.4455738777684318,0.9246438399688914,1.282809670168604
0.8260006670665493,0.37524413409135127,0.28417421201462834,0.008493249941048053,2.393873029605591,2.108914769034667
0.7271597429414242,0.46741703484242436,0.15118170028500544,0.26194204609100824,1.9765860430267306,1.7840221377672616
0.7302305923357779,0.09564617036897194,0.44316151465154563,0.8241412553231393,1.9365742847537504,2.0084282250252166
0.36625812918087863,0.6102625988527863,0.26686925670674955,0.10031249586457192,1.0410312621980955,1.3046965169319982
0.490717928045739,0.09193352855876469,0.647713904248264,0.4119082309363027,1.0744397688410574,1.2144195610502828
0.873702148242351,0.04080009665985307,0.7731207129785841,0.5087419419111244,1.8469403655960699,1.5310971484134943
0.32882744668717234,0.22299856780804095,0.6007878385117209,0.3259254333157351,0.599915221597277,1.078853182243303
0.04749474281118049,0.4790135847568957,0.6787712642146448,0.5356015928573445,0.028854205649920583,0.7214264384055902
0.22448933682377825,0.06326968380288478,0.9287245257943457,0.9534063296647137,1.0296040236984287,1.2127188517591805
0.20758083494591806,0.20394649167534518,0.602703345797825,0.9513361873294321,1.2684324572005126,1.2725603403215295
0.3727610791245133,0.26738357718353634,0.36909269033455694,0.49102543729916026,1.353414757301126,1.1537968429285625
0.14944691259480503,0.5527497705011756,0.9648876198996826,0.9976773584804658,1.8997799323466504,1.737872737738361
0.35659083177651374,0.4533547817928957,0.10749148891355675,0.8982664803840124,1.3555602072283004,1.6503779695072895
0.8507725831667418,0.053035129339900844,0.4740578883522567,0.061535251661677504,1.9810465968990096,2.305911096082088
0.08469598401929113,0.14783858872610067,0.7032503245742505,0.48040997043017164,0.7498684942092917,0.7240786102740313
0.1561245935003973,0.023916820918796766,0.8808334802880404,0.9530951306918809,1.3300594313475989,1.1802574024212187
0.6702047570224131,0.39865180707471315,0.9973215543039784,0.09091829986478839,1.6678979930036062,1.9082190816395737
0.6738384846185831,0.8730066966899482,0.28743949690533566,0.7290031789120418,1.3248365412450738,1.4703525100539983
0.5194973193155893,0.8904885922286655,0.8596876507186326,0.5387794180752451,1.7465632125147161,2.183996842433863
0.13489933069483084,0.8855999836847358,0.9164855058180303,0.9003865341161389,2.489544935102494,2.381195569158891
0.0879658941968362,0.30969540170869114,0.2008158650709243,0.5524827003416596,0.8652145000566446,1.193982827576991
0.29186031021559067,0.2083478735346973,0.15255571100493792,0.9167019670231271,1.8792492929406888,2.045684011141811
0.9362398670796542,0.6886308707076235,0.10276350131400447,0.2758772175883467,2.267162878694031,1.8580351942514781
0.5911338872185944,0.8900885651145859,0.9008499004775404,0.9713547946679846,2.335378654851934,2.817937764970849
0.775708311804109,0.23710256133916108,0.6647484719387363,0.7729662020881649,1.3606302766587632,1.609696160843902
0.9003228743944504,0.07874342312784144,0.8481861513851495,0.16461496705848722,1.7325462870578345,1.8383700545085118
0.5463951299874296,0.4644167212549336,0.5297587522308733,0.2111093345018885,1.7479125661861752,1.336446738921547
0.2609439628007971,0.678389355959746,0.33730228861635725,0.17788064727844488,0.4520708800299522,1.1099825672249142
0.8723384499697199,0.5239114387990358,0.8934196434361369,0.9593564879470297,2.1399737650459083,2.2588109834211476
0.031230735535499488,0.6264867434434996,0.916868701037135,0.33415664829134717,1.1155631644014934,1.3820855841290214
0.7182005155127604,0.12674019076842857,0.07412251171886508,0.5537538758589524,2.593312354839006,2.5748311675301583
0.39599133368998607,0.4827070559323249,0.15142355097824212,0.2098457379693579,1.6261100081094344,1.4590925747871302
0.7436454262719986,0.36999886389161574,0.2044170880284274,0.7565795706097351,2.119107991926175,1.8947149871150972
0.0450465398941674,0.5905815040281216,0.16923974144223664,0.26659281784585265,0.5585182664149893,0.9832563461855841
0.6346100761795055,0.18277217919640998,0.7523359117541741,0.48690370085932766,1.1425982464645918,1.1656088080532054
0.9821741104142458,0.9432966439651046,0.3933023051146508,0.16303341369095248,2.231411371364934,2.1831560398973338
0.09615466777550863,0.7678896872867388,0.24909111106529713,0.3868586890894622,0.7069452711853303,0.7814653982220231
0.203540654376266,0.6244676874642846,0.530455113313902,0.840117331331135,0.9908205526479007,1.1315653307101465
0.6479169827570065,0.6936808930361918,0.4070627466214164,0.2187635144260247,1.1593303237067865,1.460951688231493
0.5881105075913631,0.556593657021092,0.7774962028414608,0.4564813510194773,0.9505208662496076,1.3588595195797284
0.29109773872523925,0.6259311152045501,0.977307203920667,0.11339081168226617,1.6007306155159293,1.925876671894875
0.4571162661565854,0.6911161687147278,0.27335862426117463,0.34746344994113365,0.6549750590047579,1.113083399944467
0.7764268287803743,0.8443778055574038,0.6588244601515408,0.04107703670712015,2.4613824482804034,2.2837584832076288
