Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Demand,Optimal_decision
0.36073029335910045,0.6739904786676645,0.9306280407091747,0.7099394109507589,0.9964346828007858,0.23588892607022027,0.889620045584224,0.7094662000604649,5.562832970515397,5.925054308516422
0.7025882264707023,0.1290569975574707,0.6109662492166801,0.3998251657316484,0.37395432571323906,0.9188841085014819,0.9838903792612713,0.7354903786291426,7.8365046989697795,7.726423699722867
0.8793881352151787,0.6424418701514021,0.3732141643703092,0.5845612169888595,0.6195451923548027,0.1791429705696661,0.9624142539483281,0.3532896645062772,7.391584296575529,7.669068484833913
0.6828623348438383,0.9219898779766958,0.3739959940619031,0.061120239563966394,0.7214922406661767,0.19834203151268837,0.31123465523053906,0.14589862556664235,8.451787705831606,8.751407674071219
0.005919737795079039,0.14767605492858693,0.2362880721204833,0.05825305061215891,0.3935740352873923,0.272155439027166,0.42110653046935054,0.2769188950547543,4.586936334750531,5.026385535387046
0.5284689308266652,0.05815251298375501,0.3330894597122048,0.28846735414298286,0.6183348510331182,0.9255028857752902,0.7760673172856183,0.4764664736110622,7.079488528345696,7.245839094287033
0.5681091535947168,0.45595001929348,0.2473292959857003,0.6167329872274915,0.5552358299581917,0.17492754876715055,0.7904850232766237,0.46497659148914217,6.728132997538885,6.417134853876315
0.9875676378045686,0.01019218987898507,0.6479962277567598,0.5615715009632164,0.012072600243884901,0.5063781734721068,0.18019508923914507,0.7769545100839511,8.189000944302808,8.378212757764821
0.31367198476767355,0.7393930135215594,0.6959871928154284,0.4909007127933037,0.4849460616211918,0.7145599980556536,0.725038849587859,0.9827158120544842,8.345662952625526,8.488029682146506
0.28595363129793994,0.9415064513201827,0.5820827630231562,0.973512080843871,0.997711887688829,0.5720063743199618,0.5873829865817188,0.23405249753862778,9.294574624692622,9.668350760115588
0.7737929891033802,0.3354043176870869,0.20061583835638241,0.4349762137833403,0.818311796667065,0.20536978616903312,0.7701533130958936,0.9573396590531509,6.124490081191152,6.807438882108119
0.48314073919445455,0.18395073255726957,0.8812611154585945,0.0028626265837647935,0.5503738084711499,0.7190506417248514,0.7592081312845924,0.029808195088150247,4.083720692103951,4.466430281208656
0.7582774275495325,0.8336472109969675,0.4950864751004971,0.7072258017994043,0.4484101525140257,0.8109738176394297,0.32503800451264486,0.9841768793736445,10.392623839094536,10.93796037936034
0.5644689498483415,0.4084546840493768,0.6680411905703378,0.5877403931885237,0.6590473174258353,0.8093386196953244,0.9526603674549444,0.29037019123716123,7.065282218683016,7.198189837810545
0.8919165257108219,0.33155873357368415,0.730581385348222,0.6830947660957833,0.6244550836668448,0.9070840704338826,0.12796712231295881,0.7978876074059096,9.265667289344327,9.334228364327359
0.2064605243110843,0.6146742335560473,0.32659248129119867,0.45672043214117375,0.7696596478289359,0.9937457118815931,0.77771566670046,0.669628359204295,8.196380151451681,8.26150127659864
0.5342696621906416,0.25381598055310484,0.09326986507872304,0.20446686601987063,0.1135528067315924,0.8408416733798594,0.8176986439859141,0.3493146784720428,5.356803465131321,5.084144554343378
0.8479905285566234,0.4650225712422533,0.3857931220148896,0.8593257991702896,0.7841177321554056,0.7903253058453461,0.0006999088921693097,0.47867415612330877,9.793593295805888,9.974673975609653
0.9518798623416421,0.7834865318343338,0.41171922065316835,0.4752441989733547,0.7906800327291248,0.8259226360385268,0.9545656644268324,0.6875596626523146,9.375646485617489,9.74063472671748
0.8100753715634934,0.9337475125349295,0.1297806011983259,0.9906839666513277,0.47480280416438714,0.15873960955752242,0.6162731852040974,0.5047424603143508,7.913654358410606,7.97928512108384
0.9446862413296618,0.6295974864037056,0.6102089661374034,0.6740792529165978,0.3368915277460084,0.331191360542479,0.11194241459316623,0.686118567892323,9.204231665080789,9.493542075162274
0.10870492363614126,0.2650437590461414,0.10017752006475256,0.47108467163998946,0.6501787399520912,0.28955197364541674,0.37486298677338203,0.788245062354247,4.799673961382092,5.303705063633756
0.6099184911520016,0.9835136634230328,0.20655231503191285,0.40728575380709287,0.8416252436005796,0.2428641438058372,0.15245964773117648,0.35217841042385845,8.22989556682501,8.952063409493999
0.6507324873807967,0.1881772417057449,0.904025302176757,0.690803776481908,0.640835003484944,0.015307177932208482,0.4418195734290348,0.8601843286568571,5.637370516962365,5.877713697893946
0.30544573526001173,0.657403771504587,0.1559809524716731,0.09932086756219694,0.21221217938924963,0.26292459431636506,0.9663019354924794,0.09934275031415929,4.075183603987187,4.756418829480295
0.5508896881077006,0.013555457116451342,0.1651818070871447,0.7806145398858528,0.6388728620207001,0.6357544406376667,0.6529320353520084,0.9754879914807159,6.662158238896054,6.806104108978913
0.3495083202017206,0.4881619082286398,0.021256058833279745,0.6941564483089114,0.515935976337459,0.05386066246997978,0.32989055662885003,0.3060950820502565,4.442478547288074,4.633488585537191
0.12505147381496728,0.41218310430932603,0.4015998403207417,0.6915510702259845,0.6457447613791867,0.581507028961631,0.7307584391077537,0.4184545295639559,6.643541791197301,7.039969797545671
0.8582826582740242,0.7625209476696504,0.7442734411166738,0.07058403890949971,0.6494845468005334,0.36027122968179903,0.5557402711046182,0.09700682958309159,7.35806016083886,7.453705006304321
